course_title,subject_catalog,instructors,year_term,term_type,start_date,end_date,start_time,end_time,weekdays,class_number,course_id,consent,enrolled,waitlist,lecture_sunday,lecture_monday,lecture_tuesday,lecture_wednesday,lecture_thursday,lecture_friday,lecture_saturday,description,notes,school,units,cross_registration,department,course_component,instruction_mode,grading_basis,course_requirements,general_education,quantitative_reasoning,divisional_distribution
Graduate Research – Kean Lab,IMMUN  351DR,Leslie Kean,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,13358,223886,Instructor,0,0,False,False,False,False,False,False,False,Graduate students register for this course when they permanently join a lab. Students should register under the supervising PI.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Alzheimer’s Disease: Causes and consequences of brain degeneration,NEURO  101AA,Theodore Zwang,2026 Spring,Full Term,2026-01-26,2026-04-29,3:00pm,5:00pm,Tue,14723,224943,Instructor,0/12,0,False,False,True,False,False,False,False,"Alzheimer’s disease is a neurodegenerative disease that affects millions globally and is the leading cause of dementia among adults. In this course we will develop an understanding for the characteristics of Alzheimer’s disease and related dementias that contribute to brain degeneration, the effects that these diseases have on individuals, and the theories behind emerging treatments.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Neuroscience,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Science & Engineering & Applied Science
Graduate Research–Griffin Lab,IMMUN  347DR,Gabriel Griffin,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,13352,223856,Instructor,0,0,False,False,False,False,False,False,False,Graduate students register for this course when they permanently join a lab. Students should register under the supervising PI.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Graduate Research – Chaikof Lab,BBS  361DR,Elliot Chaikof,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,14724,224941,Instructor,0,0,False,False,False,False,False,False,False,Graduate students register for this course when they permanently join a lab. Students should register under the supervising PI.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Graduate Research – Smillie Lab,BMIF  334DR,Christopher Smillie,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,14731,224965,Instructor,0,0,False,False,False,False,False,False,False,Graduate students register for this course when they permanently join a lab. Students should register under the supervising PI.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Graduate Research – Miller Lab,NEUROBIO  335DR,Michael Miller,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,14728,224960,Instructor,0,0,False,False,False,False,False,False,False,Graduate students register for this course when they permanently join a lab. Students should register under the supervising PI.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Graduate Research – Nett Lab,SHBT  326DR,Ryan Nett,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,14734,224967,Instructor,0,0,False,False,False,False,False,False,False,Graduate students register for this course when they permanently join a lab. Students should register under the supervising PI.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Graduate Research –  Bhattacharyya Lab,BBS  363DR,Roby Bhattacharyya,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,14735,224968,Instructor,0,0,False,False,False,False,False,False,False,Graduate students register for this course when they permanently join a lab. Students should register under the supervising PI.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Graduate Research – Smith Lab,IMMUN  353DR,Eric Smith,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,14732,224966,Instructor,0,0,False,False,False,False,False,False,False,Graduate students register for this course when they permanently join a lab. Students should register under the supervising PI.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Graduate Research – Li Lab,BMIF  335DR,Heng Li,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,14737,224972,Instructor,0,0,False,False,False,False,False,False,False,Graduate students register for this course when they permanently join a lab. Students should register under the supervising PI.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Advanced Topics in Human Physiology,HEB  190,Cary Allen-Blevins,2026 Spring,Full Term,2026-01-26,2026-04-29,9:45am,11:45am,Mon,15274,225903,Instructor,0/8,0,False,True,False,False,False,False,False,"This course offers a focused exploration on a topic within human physiology that varies by term (see class note for current topic). It meets in small seminar style, with potential for coursework in a faculty research lab as well. Open to juniors, seniors, and graduate students by permission of instructor. Repeatable for credit.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Human Evolutionary Biology,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,N/A
Machine Learning & AI,COMPSCI 3820,Kiante Brantley,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,14740,224977,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Computer Science,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Polar Climate Systems and Dynamics,ENG-SCI  364,Fiamma Straneo,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,14741,224978,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Engineering Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Introduction to Classical and Quantum Black Holes,PHYSICS  211BR,Andrew Strominger,2026 Spring,Full Term,2026-01-26,2026-04-29,3:15pm,5:15pm,Wed,15275,225904,No Consent,0,0,False,False,False,True,False,False,False,"A modern introduction to the  theory of black holes, including the causal structure of Kerr, photon rings,  the laws of black hole thermodynamics, energy extraction, Hawking radiation, the information paradox, black holes in two and three dimensions and holography.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Physics,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,N/A
Womanist Theology,HDS 3195,Kelly Brown Douglas,2026 Spring,Full Term,2026-01-26,2026-04-29,12:00pm,1:59pm,Thu,17541,225913,Instructor,0/30,0,False,False,False,False,True,False,False,"In 1979 Alice Walker coined the term “womanist”in her short story “Coming Apart.” In 1981, Walker re-introduced the term with a four-part definition in her anthology, “In Search of Our Mother’s Garden: A Womanist Prose.” It was then that Black women religious scholars adopted the term womanist to identify theological and ethical frameworks that emerged from Black women’s experience. This course will explore the roots, the development, sources and major themes of womanist theological and ethical discourse as it emerged in the United States in the 20th century.  It will highlight the dialogues between womanist religious scholars. This course will examine the works of pioneering womanist thinkers as well as that of emerging womanist scholars.",,Harvard Divinity School,4,Available for BTI Cross Registration,Divinity School,Conference Course,In Person,HDS Student Option (LG/SUS/AUD),N/A,,,
Research Practices and Academic Culture in Applied Sciences and Engineering,APPHY  290A,,2026 Spring,Full Term,2026-01-26,2026-04-29,3:00pm,5:00pm,Thu,15638,225969,No Consent,0,0,False,False,False,False,True,False,False,"This course supports new PhD students in finding their research fit, building good research habits, and becoming a researcher. It consists of two 2-unit courses: 290a (spring of G1 year) focuses on adapting to a research group, developing strong reading and writing habits, and preparing students for teaching during their G2 year; 290b (fall of G2 year) focuses on oral communication and on preparing students for the qualifying exam. This course also develops other skills necessary for success in graduate school such as setting goals, peer feedback, research ethics, collaboration and teamwork, and negotiation.",This course is open and optional for all SEAS G1 PhD students outside CS (CS PhD students should take CS 2901/2902). This course can only count as a 'breadth course' towards SEAS PhD requirements.,Faculty of Arts & Sciences,2,Not Available for Cross Registration,Applied Physics,Seminar,N/A,FAS Letter Graded,"Pre-requisite: Open to first year Applied Mathematics, Applied Physics, or Engineering Sciences students only",N/A,N/A,None
"Regional Order, U.S. Wars, and the Politics of Iraq and Afghanistan",MODMDEST  209,Mohammad Sagha,2026 Spring,Full Term,2026-01-26,2026-04-29,1:30pm,2:45pm,Tue Thu,15493,225972,No Consent,0,0,False,False,True,False,True,False,False,"Regional order in the Middle East has significant consequences and reverberations around the globe ranging from inter-state rivalries, ethno-national violence, world energy markets, and international great power competition for influence in western Asia and interconnected world regions. One of the most significant chapters impacting regional order and global affairs in recent decades has been marked by the U.S. wars in Afghanistan and Iraq following the attacks of 9/11 and state and nation-building projects undertaen in these countries. This course focuses on the modern histories and domestic politics of Iraq and Afghanistan, the legacy and impact of U.S. invasions and occupations of these two states, domestic political party mobilization and the prevalence of non-state actors in Iraq and Afghanistan, global geopolitical competition, and the surrounding regional and sub-regional politics of the Persian Gulf and Central Asia. The course assumes no prior knowledge of Islam or the Middle East/Central Asia.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Near Eastern Languages & Civ,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,N/A
Field Experiments,ECON 2721,"Michael Norton, Alex Chan",2026 Spring,Full Term,2026-01-26,2026-04-29,3:00pm,5:30pm,Wed,15494,225973,No Consent,0/30,0,False,False,False,True,False,False,False,"Social scientists are increasingly implementing field experiments to test theories and evaluate policies.  Examples range from randomizing a company's advertising strategies to varying job offer details to prospective employees. Some field experiments are run in close collaboration with organizations, while others are run without any organizational involvement. Many companies and governments are also now running experiments at very large scale.This doctoral course will explore field experiments in the social sciences. The course has three goals for students:1. To develop the tools to design, implement, and analyze a field experiment.2. To gain an understanding of the strengths and limits of field experiments.3. To assess examples of field experiments that have been run, and the insights that have been gained from them.The primary deliverable will be an in-depth proposal for a field experiment.",This course is cross listed with Field Experiments HBSDOC 4430.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Economics,Lecture,N/A,None,N/A,N/A,N/A,N/A
Getting the Words Right: The Art of Revision,ENGLISH     CLAR,Laura van den Berg,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,14518,222517,Instructor,0/12,0,False,False,False,False,False,False,False,"A promising draft is of little use to us as writers if we have no idea what to do next, of how to begin again. This course aims to illuminate how revision can be every bit as creative and exhilarating as getting the first draft down—and how time spent re-imagining our early drafts is the ultimate show of faith in our work. We will explore the art of revision—of realizing the promise of that first draft—through reading, craft discussion, exercises, and workshop. Students can expect to leave the semester with two polished short stories (or 40-50 polished novel pages), a keener understanding of their own writing process, and a plan for where to take their work next. It will be helpful to enter into the semester with some pre-existing material that you wish to revise (a short story, several chapters of a novel). Previous experience with workshopping writing is encouraged but not required.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,English,Workshop,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Artificial Intelligence in Medicine,SHBT  361,"Mengyu Wang, Tobias Elze",2026 Spring,Full Term,2026-01-26,2026-04-29,1:00pm,4:00pm,Tue,13425,223974,No Consent,0,0,False,False,True,False,False,False,False,"This course, offered at Schepens Eye Research Institute, will serve as an introduction to artificial intelligence (AI) with an emphasis on its applications in medicine. The course will begin with classical linear and non-linear regression models, then move to classical machine learning models, including matrix decomposition methods, random forests, support vector machines, and traditional neural networks based on multilayer perceptrons. Finally, it will explore the latest deep neural networks, such as convolutional neural networks, transformers, pretrained foundation models, diffusion models, and large language models. The class will include homework in the form of three mini-projects and one final project, primarily using medical imaging data along with other medical tests and diagnostic information. The last three sessions will be dedicated to special topics, providing an overview of recent developments in common medical AI modeling areas, including segmentation, few-shot learning, anomaly detection, and AI for science.","Students should be familiar with at least one programming language such as MATLAB, R or Python.  The structure of this course also includes a discussion component. Any additional details about this component will be provided by the course faculty.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Medical Sciences,Lecture,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Biomechanics of Movement and Assistive Robotics,BE  124,Patrick Slade,2026 Spring,Full Term,2026-01-26,2026-04-29,9:45am,11:00am,Tue Thu,14215,222521,No Consent,0,0,False,False,True,False,True,False,False,"This course will study the fundamentals of human movement, emphasizing applications in rehabilitation, athletics, and assistive devices. Topics will focus on the biomechanical principles of movement (muscle and tendon properties), experimental data collection techniques (motion capture, wearable sensing, and imaging), simulation with musculoskeletal modeling, and cutting-edge topics in assistive robotics (human-centered design, human-in-the-loop optimization, exoskeletons, etc.). A semester-long project will allow students to apply the topics to solve a problem of interest relating to human movement or assisted mobility.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Biomedical Engineering,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Science & Engineering & Applied Science
The Emotions—How do they arise?  How can (and should) we manage them?,FYSEMR   73G,Susanna Rinard,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,17293,222555,Instructor,0/15,0,False,False,False,False,False,False,False,"Emotions are central to our lives as human beings. Strong emotions (both our own, and other people’s) are often involved in both the best and the worst times of our lives. In this seminar we will ask questions like the following: Where do emotions come from? How do they arise, and to what extent is it possible for us to exercise agency over the existence and expression of our emotions? Are emotion categories like anger universal, or culturally relative? Is there something that all instances of anger (for example) have in common, or does “anger” encompass a diverse range of states and experiences? Is there a single basis for anger in the brain? Is it possible that we can create an emotion in ourselves by ascribing that emotion to ourselves?For help answering these and other related questions, we will turn to three sources, considered in rotation, to help us construct a dialogue between these authors as they develop their ideas. Brene Brown, in “Atlas of the Heart,” surveys the incredible complexity of human emotion and offers advice on managing these emotions. Lisa Feldman Barrett, in “How Emotions Are Made,” describes surprising results from neuroscience that contradict folk common sense about the nature of emotions and how they come about. Jean Briggs, in “Never in Anger,” describes a way of life in which the categorization and expression of emotion is very different from certain other cultures.",,Faculty of Arts & Sciences,4,Not Available for Cross Registration,First Year Seminar Program,Seminar,N/A,FAS Satisfactory/Unsatisfactory,Course open to Freshman Students Only,N/A,N/A,N/A
W.E.B. Du Bois and His Critics,AFRAMER  210,Henry Gates,2026 Spring,Full Term,2026-01-26,2026-04-29,12:00pm,2:45pm,Mon,13397,223916,Instructor,0/16,0,False,True,False,False,False,False,False,"W. E. B. Du Bois was among the most profound thinkers of his time, devoting a forensic and evolving attention to the issue of race over a varied career that extended from the turn of the century to his death on the eve of the March on Washington in 1963. Although he earned his PhD from Harvard in history, he is increasingly seen as one of the pioneering scholars in the then-nascent field of sociology. In this course, we will employ a structure of text and critique to evaluate the reach and utility of his ideas, on subjects ranging from the development of racial consciousness to nuclear disarmament to the international order and the role of Africa, Africans, and African Americans in it. This course will examine Du Bois’s original writings in the context of the debates they sparked and will revisit his interactions with key figures, both Black and white, of the twentieth century.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,African & African Amer Studies,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Causal Inference: Theory and Practice,BIOSTAT  258,Nima Hejazi,2026 Spring,Full Term,2026-01-26,2026-05-15,2:00pm,3:30pm,Tue Thu,13367,223906,Instructor,0/15,0,False,False,True,False,True,False,False,"Randomized experimentation is the standard for quantifying the causal effect of an intervention in the public health and biomedical sciences, yet randomization may be impossible, impractical, or unethical, leading to real-world scenarios in which causal inferences are based upon observational comparisons. This course reviews the foundations of causal inference in (bio)statistics, outlining causal-analytic methods that help to extract as much evidence as imperfect observational studies carry about causal effects commonly of interest in applied health science settings. This survey of statistical causal inference begins with foundational concepts: the potential outcomes framework and counterfactual random variables, graphical modeling frameworks, and common assumptions and strategies for the identification of the causal effects of static and dynamic interventions. Methodological extensions for studying the causal effects of time-varying, longitudinal interventions will be touched upon as well. Further topics to be addressed may include instrumental variables approaches, principal stratification, causal mediation analysis, treatment effect heterogeneity, the causal dose-response curve, and causal survival analysis. This course may also introduce elements of semi-parametric theory necessary for the development of asymptotically efficient estimators of causal effect estimands. Where possible, the role of modern regression (i.e., machine learning) techniques and tools for the practical estimation of causal effect estimands will be emphasized.",Pre-requisites: BIOSTAT 231 and BIOSTAT 232.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Biostatistics,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Science & Engineering & Applied Science
Maternal & Reproductive Health and Health Policy,GHHP   20,Jessica Cohen,2026 Spring,Full Term,2026-01-26,2026-04-29,3:00pm,4:15pm,Mon Wed,13427,223975,Instructor,0/25,0,False,True,False,True,False,False,False,"Global Health and Health Policy 20: Maternal and Reproductive Health and Health Policy: What Do We Know? How Do We Know It? What Are We Doing About It?This course will introduce students to the dominant issues in reproductive, maternal, and newborn health—including determinants of health care access, equity, quality, and outcomes—while exploring how evidence is generated and the complex translation of evidence into policy. We will consider a range of programmatic and policy approaches to improving maternal and reproductive health and unpack why some have worked and some have not. We will read and discuss research from a range of settings, including the United States and low- and middle-income countries. A primary goal of the course will be to sharpen students’ ability to think critically about the measurement and evaluation of health care programs and to expose them to the tradeoffs inherent in different approaches to evidence generation and dissemination. Readings and coursework will introduce students to, or deepen their familiarity with, approaches to causal inference, including randomized controlled trials and “natural experiments.” Throughout the course we will discuss the implications of health policy choices, health system designs, and clinical guidelines for maternal-reproductive health equity, both within and across countries. Some sessions will include guest speakers, who are experts in the field of maternal health, including clinicians, researchers, policy-makers, and advocates.",Lotteried course; enrollment limited to 25.,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Global Health & Health Policy,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,Social Sciences
Colonization and Decolonization in the Maghrib and Egypt (19th-20th c.),MODMDEST  110,Malika Zeghal,2026 Spring,Full Term,2026-01-26,2026-04-29,3:45pm,5:45pm,Mon,13443,223979,No Consent,0,0,False,True,False,False,False,False,False,"This course examines colonization and decolonization in the Maghreb—Morocco, Algeria, Tunisia—and Egypt. Through the historiography of colonialisms and nationalisms in the region, as well as primary sources, we will focus on the reasons for France and England’s occupation of the region, the concrete local processes at play in occupation and colonization, and the interactions between the people of North Africa, European settlers, and occupying European powers, to understand the legacies of colonialism and liberation movements in the modern Middle East.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Near Eastern Languages & Civ,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Social Sciences
Colonization and Decolonization in the Maghrib and Egypt (19th-20th c.),MODMDEST  210,Malika Zeghal,2026 Spring,Full Term,2026-01-26,2026-04-29,3:45pm,5:45pm,Mon,13444,223980,No Consent,0,0,False,True,False,False,False,False,False,"This course examines colonization and decolonization in the Maghreb—Morocco, Algeria, Tunisia—and Egypt. Through the historiography of colonialisms and nationalisms in the region, as well as primary sources, we will focus on the reasons for France and England’s occupation of the region, the concrete local processes at play in occupation and colonization, and the interactions between the people of North Africa, European settlers, and occupying European powers, to understand the legacies of colonialism and liberation movements in the modern Middle East.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Near Eastern Languages & Civ,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Social Sciences
Africa and the Atlantic World,HAA  276V,Cecile Fromont,2026 Spring,Full Term,2026-01-26,2026-04-29,9:00am,11:45am,Mon,15701,226017,Instructor,0/15,0,False,True,False,False,False,False,False,"A graduate reading seminar taking an interdisciplinary approach to the history of African art and expressive cultures, on the continent and its diasporas, with a focus on scholarship and museum exhibitions from the last 5 years.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,History of Art & Architecture,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,N/A
Art of Roaming,HAA  185,Eugene Wang,2026 Spring,Full Term,2026-01-26,2026-04-29,3:00pm,5:45pm,Thu,15681,226014,Instructor,0/15,0,False,False,False,False,True,False,False,"This course explores the human aspiration to roam freely—both physically and imaginatively—through art. From the First Emperor’s bronze chariot to Arthur Clarke’s interplanetary spaceship, from ancient Indian Vimanas to drone-age cinema, from Nezha’s fiery wheel to Tesla’s optimus robot, we examine how movement and mobility have been envisioned across time and media. Key themes include the ontology of motion, the aesthetical and experiential modes of mobility, the materiality of flow, and the question of subjectivity, framed through case studies and conceptual frameworks. In the final weeks, students develop concept-driven projects culminating in a pop-up exhibition, Art of Roaming, held at Harvard CAMLab Cave.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,History of Art & Architecture,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,N/A
Witches. From Dürer to Goya.,HAA   51,"Felipe Pereda, Joseph Koerner",2026 Spring,Full Term,2026-01-26,2026-04-29,1:30pm,2:45pm,Mon Wed,15507,226020,No Consent,0,0,False,True,False,True,False,False,False,"Witchcraft as a magical practice is documented across many cultures since ancient times, while the ""witch"" of popular imaginings is a more recent local phenomenon. Young or old, alluring or monstrous-but usually female-the image of the witch developed in the West at the start of the modern age, mobilizing the fantasies of major artists from the Renaissance through the Enlightenment to the present. This course explores the witch from three entangled perspectives: painters fascinated by nefarious illusions, witch-hunters and their (largely fictive) accusations, and modern historians making sense of this wildly elusive material. Artists studied include Albrecht Dürer, Pieter Bruegel, Salvatore Rosa, José de Ribera, Henry Fuseli and Francisco de Goya. The course consists of lectures, debate sections, and studio classes on the printing techniques (etching and acquatint) used by artists discussed.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,History of Art & Architecture,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,N/A
Curiosity: contemporary art and the practice of knowledge,HAA  277G,Carrie Lambert-Beatty,2026 Spring,Full Term,2026-01-26,2026-04-29,12:00pm,2:45pm,Thu,15515,226027,Instructor,0/15,0,False,False,False,False,True,False,False,"This seminar explores a proposition: just as modernity demanded new forms of art--like motion pictures--to help manage new experiences of time, recent decades drafted art to work through ruptures in ways of knowing. Institutional critique, research-based practice, the archival impulse, pedagogical aesthetics, parafiction, forensics, speculative world-building; against the historical backdrop of multiculturalism, globalization,  the internet, filter-bubbles, and post-truth politics.  Key topics: how artists leveraged the epistemic dimensions of race and racism; why resistance to capitalism took the form of imposture and hoax; whether epistemic experience is aesthetic; and what art has to teach us about a progressive epistemic set: the values, capacities, and habits of knowing we need now.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,History of Art & Architecture,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,N/A
From Gods to Satire: Artistic Engagements With Political Power,FYSEMR   73H,Shai Dromi,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,17294,222634,Instructor,0/15,0,False,False,False,False,False,False,False,"In this seminar, we will explore the fascinating ways in which art has been used to express, critique, and reflect upon political power. From depicting rulers as gods to using comedy to criticize leaders, we will delve into the visually striking ways societies have grappled with their political systems through art.We will meet at the Harvard Art Museums’ Art Study Center, where we will take advantage of the Museums' vast collections. Each week, we will explore different artworks and analyze them in their national and political contexts. We will also read sociological literature that will help us make sense of these works and dive into the Harvard Art Museums' archives to gain a deeper understanding of their social and political contexts. We will see how the engagement between art and politics brings to light core aspects of national identity, belonging, memory, and resistance. The seminar will include visits to the Harvard Memorial Church and the Ethelbert Cooper Gallery of African & African American Art, which will help us gain a broader understanding of the cultural and political context of art.Through this seminar, students will discover the power of art in civic dynamics and gain a new perspective on the complex relationship between art, society, and politics.",,Faculty of Arts & Sciences,4,Not Available for Cross Registration,First Year Seminar Program,Seminar,N/A,FAS Satisfactory/Unsatisfactory,Course open to Freshman Students Only,N/A,N/A,N/A
"Sculpture, Theory and Practice: Donatello, Michelangelo, Bernini, Serpotta",HAA  258G,,2026 Spring,Full Term,2026-01-26,2026-04-29,12:00pm,2:45pm,Tue,15517,226035,Instructor,0/15,0,False,False,True,False,False,False,False,Description TBD,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,History of Art & Architecture,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,N/A
Race in American Society,GOV 1314,Marcel Roman,2026 Spring,Full Term,2026-01-26,2026-04-29,10:30am,11:45am,Mon Wed,15561,226150,No Consent,0,0,False,True,False,True,False,False,False,"This course will teach prospective students on how race structures American politics. The course will briefly chart the history of anti-Black chattel slavery and the colonization, displacement, and removal of indigenous populations in the pre-independence period. Then, we will briefly examine the role race played and continues to play in the development of the United States’ founding political institutions. We will then survey how race and racism historically shaped American political behavior, touching on the American Civil War, the Age of Mass Migration, the Depression and the World Wars. Finally, we will thoroughly investigate the role of race in post-World War II American politics, touching on the Cold War, the Black Rights movement, the post-1965 immigration wave, the conservative backlash to Black Rights, Clinton’s triangulation, the rise of Barack Obama, the rise of Donald Trump, and thinking through the future (and sustainability) of the United States’ increasingly ethno-racially diverse democracy. This class will explicitly focus on the political behavior of non-dominant ethno-racial groups to garner an exhaustive understanding of American politics and democracy.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Government,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,N/A
Book Theory,ENGLISH  293B,Deidre Lynch,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,17101,222627,Instructor,0/15,0,False,False,False,False,False,False,False,"In this seminar we will work our way through theoretical work presenting the Western book as, variously, medium, interface, commodity, technology (including technology of empire), storage device, and “scriptive thing” --both classic theories (e.g., Jacques Derrida, Walter Benjamin, Ernst Curtius, Gérard Genette, Roger Chartier) and more recent ones (e.g., Mark McGurl, Jessica Pressman, Leah Price, Nicholas Thorburn, Kelly Wisecup, Robin Bernstein, Tia Blassingame). We’ll also consider such topics as print, publics, memory, ephemera, waste, and the often-announced death of the book. And as aids to our collective theorizing, we’ll derive resources from artists’ books (e.g. those created by Stéphane Mallarmé, Angela Lorenz, and Tia Blassingame) and from fiction that calls attention to its own physical platform (e.g. Laurence Sterne’s Tristram Shandy, Ling Ma’s Severance, and Heike Geissler’s Seasonal Associate).",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,English,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
"Democracy, Diversity, and Development in South Asia",GOV 1192,Mashail Malik,2026 Spring,Full Term,2026-01-26,2026-04-29,4:30pm,5:45pm,Mon Wed,15704,226155,No Consent,0,0,False,True,False,True,False,False,False,"This course explores major political and economic developments in South Asia, with a special focus on India and Pakistan. Since the partition and independence of British India in 1947, these two nations have followed divergent trajectories while grappling with shared challenges. India is famously known as the world's largest democracy — even as some worry about contemporary democratic backsliding — while Pakistan has alternated between military and civilian governments since its inception. Religion and ethnic diversity have profoundly shaped the political and social landscapes of both nations. Through the lens of nearly eight decades of post-colonial politics, this course introduces students to various social scientific theories concerned with the interplay of democracy, diversity, and development. Drawing on interdisciplinary materials from the social sciences, alongside journalistic non-fiction and fiction, students will engage critically with the historical and contemporary dynamics that define South Asia.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Government,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,N/A
"U.S. K-12 Schools: Assumptions, Binaries, and Controversies",GENED 1189,Elizabeth City,2026 Spring,Full Term,2026-01-26,2026-04-29,9:00am,11:45am,Tue,13445,223981,Instructor,0/135,0,False,False,True,False,False,False,False,"What if schools were for learning instead of education?You will be involved in education your whole life. As a taxpayer, voter, or parent, you will be connected with formal schooling. You will almost certainly be in the role of teacher at various points in your life, whether in a classroom, in another professional setting, or guiding someone in something you love to do. Leaders in any field are teachers and coaches--they develop the people around them to bring their full potential to some shared ambition. You will also be in the role of learner throughout your life in a variety of forms and contexts. Precisely because we are all learners and teachers and we’ve all had some direct experience with K-12 schools, everyone has interests and opinions about schools. Yet, U.S. K-12 schools are consistently failing to serve all children well. This course will prepare you to recognize the assumptions, binaries, and controversies that drive much of the sound and substance of U.S. K-12 education, and replace those with a different ABCs: awareness, both-and thinking, and context. Learning can get lost in all the noise of education. What would it look like to make schools less about achievement and attainment and more about learning--and what can be your contribution, no matter your future pathways?",,Faculty of Arts & Sciences,4,Not Available for Cross Registration,General Education,Lecture,N/A,FAS Letter Graded,N/A,Ethics and Civics,N/A,None
